"","ï..Country","Wave..number.","Wave..month.year.","Topic.covered.by.question","Question","Question.Row.number","Row.item.label","Answer.option.label","Base.description..Who.saw.the.question..","Base.size..How.many.saw.this.question..","Value","Data.type.represented.by..value."
"22581","AU",11,"Dec16","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for expansion","","Base: Total; multiple select",417,65,"Frequency"
"22582","AU",11,"Dec16","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Selling to foreign markets (new since October 2016)","","Base: Total; multiple select",417,28,"Frequency"
"22583","AU",11,"Dec16","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Tax laws and rules","","Base: Total; multiple select",417,72,"Frequency"
"22584","AU",11,"Dec16","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Uncertainty over economic conditions","","Base: Total; multiple select",417,110,"Frequency"
"23167","AU",12,"Jan17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Attracting customers","","Base: Total; multiple select",513,393,"Frequency"
"23168","AU",12,"Jan17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Developing new products/innovation","","Base: Total; multiple select",513,115,"Frequency"
"23169","AU",12,"Jan17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Finding/working with suppliers","","Base: Total; multiple select",513,81,"Frequency"
"23170","AU",12,"Jan17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Increasing revenue","","Base: Total; multiple select",513,288,"Frequency"
"23171","AU",12,"Jan17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Maintaining profitability","","Base: Total; multiple select",513,255,"Frequency"
"23172","AU",12,"Jan17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other","","Base: Total; multiple select",513,24,"Frequency"
"23173","AU",12,"Jan17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other government regulations (e.g., compliance, technical regulation, patents, reporting)","","Base: Total; multiple select",513,91,"Frequency"
"23174","AU",12,"Jan17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Regulatory and other barriers to exports (deleted since October 2016)","","Base: Total; multiple select",513,NA,"Frequency"
"23175","AU",12,"Jan17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Retaining/recruiting skilled employees","","Base: Total; multiple select",513,105,"Frequency"
"23176","AU",12,"Jan17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for business as usual","","Base: Total; multiple select",513,80,"Frequency"
"23177","AU",12,"Jan17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for expansion","","Base: Total; multiple select",513,81,"Frequency"
"23178","AU",12,"Jan17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Selling to foreign markets (new since October 2016)","","Base: Total; multiple select",513,49,"Frequency"
"23179","AU",12,"Jan17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Tax laws and rules","","Base: Total; multiple select",513,87,"Frequency"
"23180","AU",12,"Jan17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Uncertainty over economic conditions","","Base: Total; multiple select",513,138,"Frequency"
"23763","AU",13,"Feb17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Attracting customers","","Base: Total; multiple select",465,360,"Frequency"
"23764","AU",13,"Feb17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Developing new products/innovation","","Base: Total; multiple select",465,108,"Frequency"
"23765","AU",13,"Feb17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Finding/working with suppliers","","Base: Total; multiple select",465,69,"Frequency"
"23766","AU",13,"Feb17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Increasing revenue","","Base: Total; multiple select",465,258,"Frequency"
"23767","AU",13,"Feb17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Maintaining profitability","","Base: Total; multiple select",465,231,"Frequency"
"23768","AU",13,"Feb17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other","","Base: Total; multiple select",465,13,"Frequency"
"23769","AU",13,"Feb17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other government regulations (e.g., compliance, technical regulation, patents, reporting)","","Base: Total; multiple select",465,77,"Frequency"
"23770","AU",13,"Feb17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Regulatory and other barriers to exports (deleted since October 2016)","","Base: Total; multiple select",465,NA,"Frequency"
"23771","AU",13,"Feb17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Retaining/recruiting skilled employees","","Base: Total; multiple select",465,85,"Frequency"
"23772","AU",13,"Feb17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for business as usual","","Base: Total; multiple select",465,67,"Frequency"
"23773","AU",13,"Feb17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for expansion","","Base: Total; multiple select",465,80,"Frequency"
"23774","AU",13,"Feb17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Selling to foreign markets (new since October 2016)","","Base: Total; multiple select",465,46,"Frequency"
"23775","AU",13,"Feb17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Tax laws and rules","","Base: Total; multiple select",465,82,"Frequency"
"23776","AU",13,"Feb17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Uncertainty over economic conditions","","Base: Total; multiple select",465,116,"Frequency"
"24359","AU",14,"Mar17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Attracting customers","","Base: Total; multiple select",477,366,"Frequency"
"24360","AU",14,"Mar17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Developing new products/innovation","","Base: Total; multiple select",477,126,"Frequency"
"24361","AU",14,"Mar17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Finding/working with suppliers","","Base: Total; multiple select",477,83,"Frequency"
"24362","AU",14,"Mar17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Increasing revenue","","Base: Total; multiple select",477,276,"Frequency"
"24363","AU",14,"Mar17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Maintaining profitability","","Base: Total; multiple select",477,250,"Frequency"
"24364","AU",14,"Mar17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other","","Base: Total; multiple select",477,28,"Frequency"
"24365","AU",14,"Mar17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other government regulations (e.g., compliance, technical regulation, patents, reporting)","","Base: Total; multiple select",477,102,"Frequency"
"24366","AU",14,"Mar17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Regulatory and other barriers to exports (deleted since October 2016)","","Base: Total; multiple select",477,NA,"Frequency"
"24367","AU",14,"Mar17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Retaining/recruiting skilled employees","","Base: Total; multiple select",477,89,"Frequency"
"24368","AU",14,"Mar17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for business as usual","","Base: Total; multiple select",477,79,"Frequency"
"24369","AU",14,"Mar17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for expansion","","Base: Total; multiple select",477,78,"Frequency"
"24370","AU",14,"Mar17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Selling to foreign markets (new since October 2016)","","Base: Total; multiple select",477,44,"Frequency"
"24371","AU",14,"Mar17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Tax laws and rules","","Base: Total; multiple select",477,88,"Frequency"
"24372","AU",14,"Mar17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Uncertainty over economic conditions","","Base: Total; multiple select",477,131,"Frequency"
"24955","AU",15,"Apr17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Attracting customers","","Base: Total; multiple select",443,346,"Frequency"
"24956","AU",15,"Apr17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Developing new products/innovation","","Base: Total; multiple select",443,95,"Frequency"
"24957","AU",15,"Apr17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Finding/working with suppliers","","Base: Total; multiple select",443,57,"Frequency"
"24958","AU",15,"Apr17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Increasing revenue","","Base: Total; multiple select",443,276,"Frequency"
"24959","AU",15,"Apr17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Maintaining profitability","","Base: Total; multiple select",443,230,"Frequency"
"24960","AU",15,"Apr17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other","","Base: Total; multiple select",443,16,"Frequency"
"24961","AU",15,"Apr17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other government regulations (e.g., compliance, technical regulation, patents, reporting)","","Base: Total; multiple select",443,88,"Frequency"
"24962","AU",15,"Apr17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Regulatory and other barriers to exports (deleted since October 2016)","","Base: Total; multiple select",443,NA,"Frequency"
"24963","AU",15,"Apr17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Retaining/recruiting skilled employees","","Base: Total; multiple select",443,89,"Frequency"
"24964","AU",15,"Apr17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for business as usual","","Base: Total; multiple select",443,58,"Frequency"
"24965","AU",15,"Apr17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for expansion","","Base: Total; multiple select",443,73,"Frequency"
"24966","AU",15,"Apr17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Selling to foreign markets (new since October 2016)","","Base: Total; multiple select",443,53,"Frequency"
"24967","AU",15,"Apr17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Tax laws and rules","","Base: Total; multiple select",443,76,"Frequency"
"24968","AU",15,"Apr17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Uncertainty over economic conditions","","Base: Total; multiple select",443,116,"Frequency"
"25551","AU",16,"May17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Attracting customers","","Base: Total; multiple select",431,333,"Frequency"
"25552","AU",16,"May17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Developing new products/innovation","","Base: Total; multiple select",431,101,"Frequency"
"25553","AU",16,"May17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Finding/working with suppliers","","Base: Total; multiple select",431,80,"Frequency"
"25554","AU",16,"May17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Increasing revenue","","Base: Total; multiple select",431,260,"Frequency"
"25555","AU",16,"May17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Maintaining profitability","","Base: Total; multiple select",431,222,"Frequency"
"25556","AU",16,"May17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other","","Base: Total; multiple select",431,27,"Frequency"
"25557","AU",16,"May17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other government regulations (e.g., compliance, technical regulation, patents, reporting)","","Base: Total; multiple select",431,90,"Frequency"
"25558","AU",16,"May17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Regulatory and other barriers to exports (deleted since October 2016)","","Base: Total; multiple select",431,NA,"Frequency"
"25559","AU",16,"May17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Retaining/recruiting skilled employees","","Base: Total; multiple select",431,77,"Frequency"
"25560","AU",16,"May17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for business as usual","","Base: Total; multiple select",431,61,"Frequency"
"25561","AU",16,"May17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for expansion","","Base: Total; multiple select",431,77,"Frequency"
"25562","AU",16,"May17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Selling to foreign markets (new since October 2016)","","Base: Total; multiple select",431,49,"Frequency"
"25563","AU",16,"May17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Tax laws and rules","","Base: Total; multiple select",431,102,"Frequency"
"25564","AU",16,"May17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Uncertainty over economic conditions","","Base: Total; multiple select",431,129,"Frequency"
"26147","AU",17,"Jun17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Attracting customers","","Base: Total; multiple select",441,346,"Frequency"
"26148","AU",17,"Jun17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Developing new products/innovation","","Base: Total; multiple select",441,134,"Frequency"
"26149","AU",17,"Jun17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Finding/working with suppliers","","Base: Total; multiple select",441,67,"Frequency"
"26150","AU",17,"Jun17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Increasing revenue","","Base: Total; multiple select",441,265,"Frequency"
"26151","AU",17,"Jun17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Maintaining profitability","","Base: Total; multiple select",441,230,"Frequency"
"26152","AU",17,"Jun17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other","","Base: Total; multiple select",441,21,"Frequency"
"26153","AU",17,"Jun17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other government regulations (e.g., compliance, technical regulation, patents, reporting)","","Base: Total; multiple select",441,90,"Frequency"
"26154","AU",17,"Jun17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Regulatory and other barriers to exports (deleted since October 2016)","","Base: Total; multiple select",441,NA,"Frequency"
"26155","AU",17,"Jun17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Retaining/recruiting skilled employees","","Base: Total; multiple select",441,91,"Frequency"
"26156","AU",17,"Jun17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for business as usual","","Base: Total; multiple select",441,60,"Frequency"
"26157","AU",17,"Jun17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for expansion","","Base: Total; multiple select",441,82,"Frequency"
"26158","AU",17,"Jun17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Selling to foreign markets (new since October 2016)","","Base: Total; multiple select",441,37,"Frequency"
"26159","AU",17,"Jun17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Tax laws and rules","","Base: Total; multiple select",441,90,"Frequency"
"26160","AU",17,"Jun17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Uncertainty over economic conditions","","Base: Total; multiple select",441,129,"Frequency"
"26743","AU",18,"Jul17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Attracting customers","","Base: Total; multiple select",454,354,"Frequency"
"26744","AU",18,"Jul17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Developing new products/innovation","","Base: Total; multiple select",454,129,"Frequency"
"26745","AU",18,"Jul17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Finding/working with suppliers","","Base: Total; multiple select",454,86,"Frequency"
"26746","AU",18,"Jul17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Increasing revenue","","Base: Total; multiple select",454,267,"Frequency"
"26747","AU",18,"Jul17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Maintaining profitability","","Base: Total; multiple select",454,231,"Frequency"
"26748","AU",18,"Jul17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other","","Base: Total; multiple select",454,19,"Frequency"
"26749","AU",18,"Jul17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other government regulations (e.g., compliance, technical regulation, patents, reporting)","","Base: Total; multiple select",454,99,"Frequency"
"26750","AU",18,"Jul17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Regulatory and other barriers to exports (deleted since October 2016)","","Base: Total; multiple select",454,NA,"Frequency"
"26751","AU",18,"Jul17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Retaining/recruiting skilled employees","","Base: Total; multiple select",454,92,"Frequency"
"26752","AU",18,"Jul17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for business as usual","","Base: Total; multiple select",454,63,"Frequency"
"26753","AU",18,"Jul17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for expansion","","Base: Total; multiple select",454,72,"Frequency"
"26754","AU",18,"Jul17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Selling to foreign markets (new since October 2016)","","Base: Total; multiple select",454,45,"Frequency"
"26755","AU",18,"Jul17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Tax laws and rules","","Base: Total; multiple select",454,72,"Frequency"
"26756","AU",18,"Jul17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Uncertainty over economic conditions","","Base: Total; multiple select",454,108,"Frequency"
"27339","AU",19,"Aug17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Attracting customers","","Base: Total; multiple select",455,347,"Frequency"
"27340","AU",19,"Aug17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Developing new products/innovation","","Base: Total; multiple select",455,117,"Frequency"
"27341","AU",19,"Aug17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Finding/working with suppliers","","Base: Total; multiple select",455,73,"Frequency"
"27342","AU",19,"Aug17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Increasing revenue","","Base: Total; multiple select",455,254,"Frequency"
"27343","AU",19,"Aug17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Maintaining profitability","","Base: Total; multiple select",455,242,"Frequency"
"27344","AU",19,"Aug17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other","","Base: Total; multiple select",455,34,"Frequency"
"27345","AU",19,"Aug17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other government regulations (e.g., compliance, technical regulation, patents, reporting)","","Base: Total; multiple select",455,99,"Frequency"
"27346","AU",19,"Aug17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Regulatory and other barriers to exports (deleted since October 2016)","","Base: Total; multiple select",455,NA,"Frequency"
"27347","AU",19,"Aug17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Retaining/recruiting skilled employees","","Base: Total; multiple select",455,89,"Frequency"
"27348","AU",19,"Aug17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for business as usual","","Base: Total; multiple select",455,65,"Frequency"
"27349","AU",19,"Aug17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for expansion","","Base: Total; multiple select",455,66,"Frequency"
"27350","AU",19,"Aug17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Selling to foreign markets (new since October 2016)","","Base: Total; multiple select",455,34,"Frequency"
"27351","AU",19,"Aug17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Tax laws and rules","","Base: Total; multiple select",455,70,"Frequency"
"27352","AU",19,"Aug17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Uncertainty over economic conditions","","Base: Total; multiple select",455,118,"Frequency"
"27935","AU",20,"Sep17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Attracting customers","","Base: Total; multiple select",434,343,"Frequency"
"27936","AU",20,"Sep17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Developing new products/innovation","","Base: Total; multiple select",434,102,"Frequency"
"27937","AU",20,"Sep17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Finding/working with suppliers","","Base: Total; multiple select",434,66,"Frequency"
"27938","AU",20,"Sep17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Increasing revenue","","Base: Total; multiple select",434,271,"Frequency"
"27939","AU",20,"Sep17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Maintaining profitability","","Base: Total; multiple select",434,248,"Frequency"
"27940","AU",20,"Sep17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other","","Base: Total; multiple select",434,22,"Frequency"
"27941","AU",20,"Sep17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other government regulations (e.g., compliance, technical regulation, patents, reporting)","","Base: Total; multiple select",434,97,"Frequency"
"27942","AU",20,"Sep17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Regulatory and other barriers to exports (deleted since October 2016)","","Base: Total; multiple select",434,NA,"Frequency"
"27943","AU",20,"Sep17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Retaining/recruiting skilled employees","","Base: Total; multiple select",434,92,"Frequency"
"27944","AU",20,"Sep17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for business as usual","","Base: Total; multiple select",434,60,"Frequency"
"27945","AU",20,"Sep17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for expansion","","Base: Total; multiple select",434,83,"Frequency"
"27946","AU",20,"Sep17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Selling to foreign markets (new since October 2016)","","Base: Total; multiple select",434,37,"Frequency"
"27947","AU",20,"Sep17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Tax laws and rules","","Base: Total; multiple select",434,84,"Frequency"
"27948","AU",20,"Sep17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Uncertainty over economic conditions","","Base: Total; multiple select",434,117,"Frequency"
"28531","AU",21,"Oct17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Attracting customers","","Base: Total; multiple select",469,364,"Frequency"
"28532","AU",21,"Oct17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Developing new products/innovation","","Base: Total; multiple select",469,106,"Frequency"
"28533","AU",21,"Oct17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Finding/working with suppliers","","Base: Total; multiple select",469,78,"Frequency"
"28534","AU",21,"Oct17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Increasing revenue","","Base: Total; multiple select",469,285,"Frequency"
"28535","AU",21,"Oct17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Maintaining profitability","","Base: Total; multiple select",469,248,"Frequency"
"28536","AU",21,"Oct17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other","","Base: Total; multiple select",469,24,"Frequency"
"28537","AU",21,"Oct17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other government regulations (e.g., compliance, technical regulation, patents, reporting)","","Base: Total; multiple select",469,106,"Frequency"
"28538","AU",21,"Oct17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Regulatory and other barriers to exports (deleted since October 2016)","","Base: Total; multiple select",469,NA,"Frequency"
"28539","AU",21,"Oct17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Retaining/recruiting skilled employees","","Base: Total; multiple select",469,121,"Frequency"
"28540","AU",21,"Oct17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for business as usual","","Base: Total; multiple select",469,83,"Frequency"
"28541","AU",21,"Oct17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Securing financing for expansion","","Base: Total; multiple select",469,90,"Frequency"
"28542","AU",21,"Oct17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Selling to foreign markets (new since October 2016)","","Base: Total; multiple select",469,44,"Frequency"
"28543","AU",21,"Oct17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Tax laws and rules","","Base: Total; multiple select",469,96,"Frequency"
"28544","AU",21,"Oct17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Uncertainty over economic conditions","","Base: Total; multiple select",469,122,"Frequency"
"29127","AU",22,"Nov17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Attracting customers","","Base: Total; multiple select",700,526,"Frequency"
"29128","AU",22,"Nov17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Developing new products/innovation","","Base: Total; multiple select",700,158,"Frequency"
"29129","AU",22,"Nov17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Finding/working with suppliers","","Base: Total; multiple select",700,108,"Frequency"
"29130","AU",22,"Nov17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Increasing revenue","","Base: Total; multiple select",700,385,"Frequency"
"29131","AU",22,"Nov17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Maintaining profitability","","Base: Total; multiple select",700,367,"Frequency"
"29132","AU",22,"Nov17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other","","Base: Total; multiple select",700,46,"Frequency"
"29133","AU",22,"Nov17","Most important challenge","Q5: [Most important challenge]  - What are the most important challenges your business currently faces?","Q5","Other government regulations (e.g., compliance, technical regulation, patents, reporting)","","Base: Total; multiple select",700,141,"Frequency"
